dummy          {'LANG:EN', 'dummy'}
must            {'-SPEC:T/fin', '-SPEC:V', 'FIN', 'MODAL', 'PHI:PER:_', '-SPEC:Neg', 'COMP:T/prt', '-SPEC:C', 'PHI:GEN:_', '!SPEC:*', 'PF:must', '-SPEC:TO/inf', 'COMP:V', 'ARG', 'PHI:NUM:_', 'COMP:v', '!PROBE:V', '-adjoinable', 'PHI:DET:_', '-SPEC:N', '-SPEC:T/prt', '!COMP:*', 'VAL', 'T', 'SPEC:FORCE', '-COMP:T/fin', '-COMP:INF', '-SPEC:v', 'LANG:EN', 'SPEC:*', 'T/fin', 'LF:must', 'SPEC:φ', 'COMP:Neg', 'SPEC:C/fin', 'SPEC:TO/inf'}
myi             ['LANG:FI']
myynyt          ['LANG:FI']
myyda           ['LANG:FI']
myy-            {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'PF:myy', 'LF:sell', 'SPEC:TO/inf', 'PHI:NUM:_', '-COMP:Neg/fin', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LANG:FI', '-COMP:T/fin', 'ASP:BOUNDED', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
nainen          {'-COMP:N', 'LF:woman', '-COMP:v', 'PF:nainen', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
naki            ['LANG:FI']
nakee           ['LANG:FI']
nake-           {'-COMP:ESSA/inf', 'LF:see', 'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'PF:nake', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LANG:FI', '-COMP:MA/tta', 'ASP:BOUNDED', '-COMP:P', 'ARG', '-COMP:MA/ssa', 'COMP:φ', '-SPEC:T/fin'}
nayttaa         ['LANG:FI']
naytta-         {'SPEC:ADV', '-COMP:N', '-COMP:v', '!COMP:VA/inf', 'LF:seem', 'SPEC:P', 'COMP:P', 'SPEC:TO/inf', 'PF:naytta', 'ASP', '-COMP:V', 'V', 'VAL', 'LANG:FI', '!SPEC:φ', 'SEM:internal', '-SPEC:FORCE', '-SPEC:T/fin', '-ARG'}
ndo             {'?ARG', '-SPEC:V', '-COMP:C/fin', 'LF:ing', 'INF', 'COMP:V', 'COMP:v', 'TAM', 'VAL', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'PF:PRG', '-COMP:FORCE', 'PRG', '-SPEC:T/fin'}
ne              {'PHI:NUM:PL', '-SPEC:Neg/fin', 'PF:ne', 'COMP:n', '-SPEC:V', 'COMP:N', '!PROBE:N', 'PHI:PER:3', '-SPEC:C', '-EDGE:*', '-COMP:uR', 'φ', '-SPEC:MA/lla', '-SPEC:INF', 'adjoinable', 'COMP:φ', '!COMP:*', 'LANG:FI', '-COMP:T/fin', 'D', '-SPEC:P', '-COMP:P', 'LF:those', '-SPEC:T/fin', '-ARG'}
niiden          ['LANG:EN']
nen             {'-SPEC:A', 'LANG:FI', 'TAIL:φ', 'SPEC:*', 'LF:ing', 'COMP:0', '-SPEC:φ', 'A', 'PF:a'}
not             {'LF:not', 'PHI:DET:_', '-COMP:C', 'POL:NEG', '-VAL', '!COMP:*', 'PF:not', '-COMP:FIN', 'PHI:PER:_', 'Neg', 'PHI:GEN:_', '-COMP:φ', 'SPEC:*', 'LANG:EN', 'ARG', 'PHI:NUM:_', '-SPEC:T/fin'}
nukahti         ['LANG:FI']
nukkunut        ['LANG:FI']
nukuttiin       ['LANG:FI']
nukkua          ['LANG:FI']
nukkui          ['LANG:FI']
nukkuu          ['LANG:FI']
nukku-          {'SPEC:ADV', '-COMP:N', '-COMP:v', 'LF:sleep', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', '-COMP:φ', 'SPEC:TO/inf', 'PF:nukku', 'PHI:NUM:_', '-COMP:Neg/fin', 'ASP', 'CLASS:INTR', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', '-COMP:T', 'V', '-COMP:MA/inf', 'LANG:FI', '-COMP:T/fin', 'SPEC:φ', 'ARG', '-SPEC:T/fin'}
ollut           ['LANG:FI']
on'             ['LANG:FI']
omaisuutensa    ['LANG:FI']
omaisuuttaan    ['LANG:FI']
omaisuus-       {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'LF:possessions', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'PF:omaisuuden', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
operatoria      ['LANG:IT']
operatoria-     {'0', 'LF:operation', 'PF:operatoria', 'SPEC:φ', '2SPEC', 'LANG:IT'}
ostaa           ['LANG:FI']
osta-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LANG:FI', 'LF:buy', 'ASP:BOUNDED', '-COMP:P', 'PF:osta', 'COMP:φ', '-SPEC:T/fin'}
paivan          ['LANG:EN']
paivaa          ['LANG:EN']
paiva           ['LANG:EN']
paiva-          {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'LF:day', 'COMP:R', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', 'SEM:nonreferential', 'COMP:uR', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', 'PF:paiva', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
past            {'-COMP:N', '-SPEC:Neg/fin', '-VAL', '-SPEC:V', '-COMP:uWH', '-SPEC:P', '-COMP:ADV', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:C', '-SPEC:*', 'ARG', '-SPEC:iR', 'PHI:NUM:_', 'PF:past', '-float', 'LF:past', '-SPEC:INF', 'PHI:DET:_', '-SPEC:N', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', '-SPEC:ADV', '-COMP:T/fin', '-SPEC:C/fin', '-SPEC:v', 'LANG:EN', '-COMP:A', '-SPEC:iWH', '-SPEC:FORCE', 'COMP:φ', '-SPEC:T/fin'}
Pariisia        ['LANG:FI']
Pariisi-        {'-COMP:N', '-COMP:v', 'LF:Paris', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'PF:Pariisi', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
Pekkaa          ['LANG:FI']
Pekka           ['LANG:FI']
Pekan           ['LANG:EN']
Pekan_gen       ['LANG:FI']
Pekan_acc       ['LANG:FI']
Pekka_0acc      ['LANG:FI']
Pekkahan        ['LANG:FI']
PEKKA           ['LANG:EN']
Pekka-          {'-COMP:N', '-COMP:v', 'COMP:C', 'D:REF:PROPER_NAME', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', '-SEM:directional', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', 'LF:Pekka', 'COMP:uR', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'PF:Pekka', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
pelottaa        ['LANG:FI']
pelkaa          ['LANG:FI']
pelkaa-         {'LF:fear', 'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LANG:FI', 'PF:pelkaa', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
persuades       ['LANG:EN']
persuade-       {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'COMP:TO/inf', 'LF:persuade', 'SPEC:TO/inf', 'PHI:NUM:_', 'PF:persuade', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', '!COMP:*', 'LANG:EN', 'ARG', 'SEM:external', '-SPEC:T/fin'}
peruuntui       ['LANG:FI']
peruuntu-       {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', 'V', 'LANG:FI', 'PF:peruuntui', 'LF:cancelled', 'SPEC:φ', '-SPEC:FORCE', 'SPEC:TO/inf'}
pesi            ['LANG:FI']
pesi            ['LANG:FI']
pesta           ['LANG:FI']
pese-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'LF:wash', 'PHI:GEN:_', 'PF:pese_asp', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LANG:FI', 'ASP:BOUNDED', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
pese-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'LF:wash', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LANG:FI', 'PF:pese', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
petardi         {'-COMP:N', '-COMP:v', '-COMP:A', 'COMP:C', 'COMP:P', '-SPEC:V', 'LANG:IT', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', '-SPEC:R', 'LF:firecrackers', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', 'PF:petardi', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
pieni           ['LANG:FI']
pieni-          {'0', 'LF:small', 'SPEC:φ', '2SPEC', 'LANG:FI', 'PF:pieni-'}
poikien         ['LANG:FI']
poika-          {'LF:boy', '-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', 'PF:poika', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
puhelinta       ['LANG:FI']
puhelin-        {'0', 'LF:phone', 'PF:puhelin', 'SPEC:φ', '2SPEC', 'LANG:FI'}
punainen        ['LANG:FI']
puna-           {'0', 'PF:puna-', 'SPEC:φ', '2SPEC', 'LANG:FI', 'LF:red'}
presupposto     {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'LANG:IT', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', 'LF:presupposition', 'PF:presupposto', 'COMP:R', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
primary         {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'LANG:IT', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', 'LF:nurse', 'PF:primary', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
promises        ['LANG:EN']
promise-        {'PF:promise', 'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'LF:promise', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', 'SEM:internal', 'LANG:EN', 'SPEC:φ', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
problem         {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', 'PF:problem', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'LANG:EN', 'COMP:uR', '-SPEC:uWH', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', 'LF:problem', '-SPEC:T/fin'}
pyytaa          ['LANG:FI']
pyyta-          {'LF:ask', 'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'PF:pyyda', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LANG:FI', '-COMP:P', 'ARG', 'SEM:external', 'COMP:φ', '-SPEC:T/fin'}
raced           ['FREQ:2', 'INFO:finite_verb', 'LANG:EN']
raced           ['FREQ:1', 'INFO:participle_verb', 'LANG:EN']
race-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'COMP:P', 'SPEC:P', 'PHI:PER:_', 'PHI:GEN:_', '-COMP:φ', 'SPEC:TO/inf', 'PHI:NUM:_', 'PF:race', 'ASP', 'CLASS:INTR', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', '!COMP:*', '-COMP:MA/inf', 'LAMG:EN', '-COMP:T/fin', 'LANG:EN', 'LF:race', 'SPEC:φ', 'ARG', '-SPEC:T/fin'}
raukesi         ['LANG:FI']
raukea-         {'LF:terminate', 'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', 'LANG:FI', 'PF:raukea', 'ARG', '-SPEC:T/fin'}
red             ['LANG:EN']
red-            {'0', 'LANG:EN', 'SPEC:φ', 'PF:red', '2SPEC', 'LF:red'}
saavuttaa       ['LANG:FI']
saavutta-       {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'PF:saavutta-', 'SPEC:TO/inf', 'PHI:NUM:_', '!COMP:φ', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', '-COMP:P', 'V', '!COMP:*', 'LANG:FI', 'ASP:BOUNDED', 'LF:reach', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
sanon           ['LANG:FI']
sanoo           ['LANG:FI']
sanoi           ['LANG:FI']
sano-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'PF:sano-', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'COMP:VA/inf', 'V', 'COMP:FORCE', 'LANG:FI', 'LF:say', 'SPEC:φ', 'ARG', '-SPEC:T/fin'}
said            ['LANG:EN']
say'            {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', '!COMP:FORCE', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', 'V', 'PF:say', 'LF:say', 'LANG:EN', 'SPEC:φ', '-SPEC:FORCE', 'SPEC:TO/inf'}
say-            {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', '!COMP:FORCE', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', 'V', 'PF:say', 'LF:say', 'LANG:EN', 'SPEC:φ', '-SPEC:FORCE', 'SPEC:TO/inf'}
sala            ['LANG:IT']
sala-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'LANG:IT', 'LF:room', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', 'PF:sala', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
scoppiati       ['LANG:IT']
scoppia-        {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'LANG:IT', 'PHI:PER:_', 'LF:explode', 'PHI:GEN:_', 'PF:scoppia', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', 'ARG', '-SPEC:T/fin'}
sentenza        {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'LANG:IT', 'COMP:D/rel', 'N', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'LF:sentence', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'PF:sentenza', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
Seine           ['LANG:EN']
Seine-          {'-COMP:N', '-COMP:v', 'COMP:C', 'D:REF:PROPER_NAME', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', 'PF:Seine', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'LF:Seine', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
sembrano        ['LANG:IT']
sembra-         {'!COMP:ARE/inf', 'SPEC:ADV', '-COMP:v', '-COMP:N', 'LF:seem', 'SPEC:P', '-VAL', 'PF:sembra', 'COMP:P', '-COMP:φ', 'SPEC:TO/inf', '-ASP', '-COMP:V', 'V', 'LANG:EN', 'SPEC:φ', '-SPEC:FORCE', '-SPEC:T/fin', '-ARG'}
siskoaan        ['LANG:EN']
siskonsa        ['LANG:EN']
sisko           ['LANG:EN']
sisko-          {'-COMP:N', 'LF:sister', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', 'PF:sisko', '-COMP:V', 'COMP:R', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
sister          {'-COMP:N', 'LF:sister', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', '-SPEC:P', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'LANG:EN', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', 'PF:sister', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
sleeps          ['LANG:EN']
sleep           {'SPEC:ADV', '-COMP:N', '-COMP:v', 'LF:sleep', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', '-COMP:φ', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'CLASS:INTR', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', '-COMP:MA/inf', 'PF:sleep', 'LANG:EN', 'SPEC:φ', 'ARG', '-SPEC:T/fin'}
sleep-          {'SPEC:ADV', '-COMP:N', '-COMP:v', 'LF:sleep', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', '-COMP:φ', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'CLASS:INTR', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', '-COMP:MA/inf', 'PF:sleep', 'LANG:EN', 'SPEC:φ', 'ARG', '-SPEC:T/fin'}
solution        {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'LF:solution', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'LANG:EN', 'COMP:uR', '-SPEC:uWH', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', 'PF:solution', '-SPEC:T/fin'}
sono            ['LANG:IT']
sono_pl         ['LANG:IT']
sopimuksen      ['LANG:FI']
sopimus         ['LANG:FI']
sopimus-        {'-COMP:N', '-COMP:v', '!COMP:A/inf', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LF:agreement', 'COMP:T/prt', '-COMP:WH', 'PF:sopimus', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
spinge          ['LANG:IT']
spinge-         {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', '-SPEC:T/fin', 'LANG:IT', 'PHI:PER:_', 'PHI:GEN:_', 'LF:push', 'PF:spinge', 'ARG', 'PHI:NUM:_', '!COMP:φ', 'ASP', 'PHI:DET:_', '-COMP:V', 'V', '-COMP:P', '-SPEC:FORCE', 'SPEC:TO/inf'}
ssa             {'-COMP:N', '-SPEC:Neg/fin', 'LF:in', '-SPEC:V', 'PHI:GEN:_', 'TAIL:V', 'PHI:NUM:_', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', 'LANG:FI', '-SPEC:C/fin', 'COMP:n/MA', 'SPEC:*', '-SPEC:iWH', 'PF:ssa', '-SPEC:FORCE', '-VAL', '-COMP:uWH', 'PHI:PER:_', '-COMP:ADV', '-SPEC:C', '-SPEC:iR', 'PHI:DET:_', '-SPEC:INF', '-SPEC:N', '-SPEC:ADV', '-COMP:T/fin', '-SPEC:v', '-COMP:A', '-SPEC:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
stanno          ['LANG:IT']
sta-            {'SPEC:ADV', '-COMP:v', '-COMP:N', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', '-ASP', 'PHI:NUM:_', 'PF:sta', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', 'COMP:PRG', 'SEM:internal', 'LANG:EN', 'SPEC:φ', 'ARG', '-SPEC:T/fin', 'LF:stay'}
sti             {'ADV', 'LF:by', '-SPEC:Neg/fin', '-SPEC:N', 'adjoinable', '!COMP:*', 'TAIL:T', 'LANG:FI', 'PF:sti', 'SPEC:*', '-SPEC:FORCE', '-SPEC:T/fin', '-ARG'}
sukka           ['LANG:EN']
sukka_0acc      ['LANG:EN']
sukkaa          ['LANG:EN']
sukan           ['LANG:EN']
sukan_acc       ['LANG:EN']
sukat           ['LANG:EN']
sukka-          {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', 'PF:sukka-', '-SPEC:INF', '-COMP:V', 'COMP:R', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', 'LF:socks', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
surprised       ['LANG:EN']
