dummy          {'LANG:EN', 'dummy'}
naytta-         {'SPEC:P', 'LF:seem', '!SPEC:φ', '-COMP:V', '-ARG', 'ASP', 'VAL', 'LANG:FI', 'V', '-SPEC:FORCE', 'PF:naytta', 'SEM:internal', '-COMP:v', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', '!COMP:VA/inf', 'COMP:P', '-SPEC:T/fin'}
ndo             {'-COMP:T/fin', '!COMP:*', 'COMP:V', 'LF:ing', 'LANG:EN', '-COMP:FORCE', '?ARG', 'COMP:v', '-SPEC:V', '-COMP:C/fin', 'VAL', 'INF', 'PRG', '-SPEC:T/fin', 'PF:PRG'}
ne              {'-EDGE:*', '!COMP:*', '-COMP:T/fin', '-SPEC:MA/lla', '-SPEC:V', 'adjoinable', '-ARG', 'PHI:PER:3', 'LANG:FI', '!PROBE:N', 'PHI:NUM:PL', '-SPEC:C', '-SPEC:Neg/fin', 'φ', 'D', '-SPEC:INF', 'PF:ne', '-COMP:P', '-SPEC:P', 'COMP:φ', '-COMP:uR', 'COMP:N', 'COMP:n', 'LF:those', '-SPEC:T/fin'}
niiden          ['LANG:EN']
nen             {'LF:ing', 'A', 'COMP:0', 'PF:a', 'TAIL:φ', '-SPEC:φ', 'LANG:FI', '-SPEC:A', 'SPEC:*'}
not             {'Neg', '!COMP:*', '-COMP:FIN', 'PHI:NUM:_', 'POL:NEG', 'LANG:EN', 'PF:not', 'PHI:PER:_', 'PHI:DET:_', '-COMP:C', 'PHI:GEN:_', 'ARG', 'SPEC:*', '-COMP:φ', 'LF:not', '-VAL', '-SPEC:T/fin'}
nukahti         ['LANG:FI']
nukkunut        ['LANG:FI']
nukuttiin       ['LANG:FI']
nukkua          ['LANG:FI']
nukkui          ['LANG:FI']
nukkuu          ['LANG:FI']
nukku-          {'-COMP:T/fin', 'PHI:NUM:_', 'SPEC:φ', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', 'LF:sleep', 'LANG:FI', 'V', '-SPEC:FORCE', '-COMP:T', 'ARG', '-COMP:Neg/fin', '-VAL', '-COMP:φ', 'PF:nukku', 'CLASS:INTR', '-COMP:MA/inf', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
ollut           ['LANG:FI']
on'             ['LANG:FI']
omaisuutensa    ['LANG:FI']
omaisuuttaan    ['LANG:FI']
omaisuus-       {'COMP:R/D', 'PF:omaisuuden', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'LANG:FI', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'LF:possessions', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
operatoria      ['LANG:IT']
operatoria-     {'LANG:IT', 'PF:operatoria', '2SPEC', 'SPEC:φ', 'LF:operation', '0'}
ostaa           ['LANG:FI']
osta-           {'!COMP:*', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'LF:buy', '-COMP:v', 'PHI:DET:_', 'PF:osta', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'ASP:BOUNDED', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
paivan          ['LANG:EN']
paivaa          ['LANG:EN']
paiva           ['LANG:EN']
paiva-          {'LF:day', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', 'SEM:nonreferential', 'PF:paiva', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
past            {'-COMP:T/fin', '!COMP:*', 'PHI:NUM:_', 'LANG:EN', '-COMP:ADV', '-SPEC:*', '-SPEC:T/prt', '-float', '-SPEC:V', 'adjoinable', '-SPEC:C/fin', '-SPEC:iR', 'PHI:GEN:_', 'P', '-SPEC:FORCE', '-SPEC:ADV', 'ARG', '-COMP:T', '-SPEC:C', 'LF:past', '-VAL', '-SPEC:Neg/fin', '-COMP:uWH', '-SPEC:v', '-SPEC:INF', 'PHI:DET:_', '-COMP:N', '-SPEC:P', 'COMP:φ', 'PF:past', '-SPEC:iWH', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin', '-COMP:A'}
Pariisia        ['LANG:FI']
Pariisi-        {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'LANG:FI', 'N', '-SPEC:FORCE', '-SPEC:ADV', 'PF:Pariisi', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', 'LF:Paris', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
Pekkaa          ['LANG:FI']
Pekka           ['LANG:FI']
Pekan           ['LANG:EN']
Pekan_gen       ['LANG:FI']
Pekan_acc       ['LANG:FI']
Pekka_0acc      ['LANG:FI']
Pekkahan        ['LANG:FI']
PEKKA           ['LANG:EN']
Pekka-          {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'D:REF:PROPER_NAME', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', 'PF:Pekka', '-SEM:directional', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', 'LF:Pekka', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
pelottaa        ['LANG:FI']
pelkaa          ['LANG:FI']
pelkaa-         {'!COMP:*', 'LF:fear', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'PF:pelkaa', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
persuades       ['LANG:EN']
persuade-       {'!COMP:*', 'PHI:NUM:_', 'LANG:EN', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', 'SEM:external', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'PF:persuade', 'COMP:TO/inf', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'LF:persuade', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
peruuntui       ['LANG:FI']
peruuntu-       {'PHI:NUM:_', 'SPEC:φ', 'SPEC:P', 'LF:cancelled', '-COMP:V', 'ASP', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'PF:peruuntui', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
pesi            ['LANG:FI']
pesi            ['LANG:FI']
pesta           ['LANG:FI']
pese-           {'!COMP:*', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', 'PF:pese_asp', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'LF:wash', 'COMP:φ', 'ASP:BOUNDED', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
pese-           {'!COMP:*', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'PF:pese', '-COMP:v', 'PHI:DET:_', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'LF:wash', 'COMP:φ', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
petardi         {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:A', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', 'SPEC:A', 'COMP:P', 'LF:firecrackers', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', 'PF:petardi'}
pieni           ['LANG:FI']
pieni-          {'PF:pieni-', 'SPEC:φ', 'LANG:FI', 'LF:small', '2SPEC', '0'}
poikien         ['LANG:FI']
poika-          {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'LANG:FI', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', 'LF:boy', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', 'PF:poika', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
puhelinta       ['LANG:FI']
puhelin-        {'PF:puhelin', 'LF:phone', 'LANG:FI', '2SPEC', 'SPEC:φ', '0'}
punainen        ['LANG:FI']
puna-           {'PF:puna-', 'LANG:FI', '2SPEC', 'SPEC:φ', 'LF:red', '0'}
presupposto     {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', '-SPEC:N', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', 'LANG:IT', 'LF:presupposition', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', 'PF:presupposto', '-SPEC:T/fin', '-COMP:A'}
primary         {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'PF:primary', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', 'LF:nurse', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
promises        ['LANG:EN']
promise-        {'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'PF:promise', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'LF:promise', 'ARG', '-VAL', 'SEM:internal', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
problem         {'LANG:EN', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', 'LF:problem', 'PF:problem', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
pyytaa          ['LANG:FI']
pyyta-          {'!COMP:*', 'PHI:NUM:_', 'SPEC:P', 'PF:pyyda', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'SEM:external', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'COMP:P', 'LF:ask', 'PHI:PER:_', '-SPEC:T/fin'}
raced           ['FREQ:2', 'INFO:finite_verb', 'LANG:EN']
raced           ['FREQ:1', 'INFO:participle_verb', 'LANG:EN']
race-           {'-COMP:T/fin', '!COMP:*', 'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'LF:race', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:φ', 'LAMG:EN', 'CLASS:INTR', '-COMP:v', '-COMP:MA/inf', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PF:race', 'PHI:PER:_', '-SPEC:T/fin'}
raukesi         ['LANG:FI']
raukea-         {'PF:raukea', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin', 'LF:terminate'}
red             ['LANG:EN']
red-            {'LANG:EN', '2SPEC', 'SPEC:φ', 'PF:red', 'LF:red', '0'}
saavuttaa       ['LANG:FI']
saavutta-       {'!COMP:*', 'PHI:NUM:_', 'PF:saavutta-', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'LF:reach', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', '!COMP:φ', 'SPEC:ADV', 'SPEC:TO/inf', '-COMP:P', 'COMP:φ', 'ASP:BOUNDED', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
sanon           ['LANG:FI']
sanoo           ['LANG:FI']
sanoi           ['LANG:FI']
sano-           {'PHI:NUM:_', 'SPEC:φ', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'COMP:FORCE', 'PF:sano-', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'COMP:VA/inf', 'PHI:PER:_', '-SPEC:T/fin', 'LF:say'}
said            ['LANG:EN']
say'            {'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'SPEC:P', '!COMP:FORCE', '-COMP:V', 'ASP', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'PF:say', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin', 'LF:say'}
say-            {'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'SPEC:P', '!COMP:FORCE', '-COMP:V', 'ASP', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'PF:say', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin', 'LF:say'}
sala            ['LANG:IT']
sala-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', '-SPEC:T/fin', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', 'PF:sala', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', 'LF:room', '-COMP:A'}
scoppiati       ['LANG:IT']
scoppia-        {'PHI:NUM:_', 'PF:scoppia', 'SPEC:P', '-COMP:V', 'ASP', 'LF:explode', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'LANG:IT', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
sentenza        {'LF:sentence', 'PF:sentenza', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
Seine           ['LANG:EN']
Seine-          {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'LF:Seine', 'COMP:R', '-SPEC:R', 'D:REF:PROPER_NAME', 'PF:Seine', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
sembrano        ['LANG:IT']
sembra-         {'LANG:EN', 'PF:sembra', 'SPEC:φ', 'SPEC:P', 'LF:seem', '-COMP:V', '-ARG', '-SPEC:FORCE', 'V', '-COMP:φ', '-VAL', '!COMP:ARE/inf', '-COMP:v', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', '-SPEC:T/fin', '-ASP'}
sleeps          ['LANG:EN']
sleep           {'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', 'LF:sleep', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:φ', 'CLASS:INTR', '-COMP:v', '-COMP:MA/inf', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'PF:sleep', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
sleep-          {'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', 'LF:sleep', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:φ', 'CLASS:INTR', '-COMP:v', '-COMP:MA/inf', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'PF:sleep', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
solution        {'LF:solution', 'LANG:EN', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', 'PF:solution', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
sono            ['LANG:IT']
sono_pl         ['LANG:IT']
sopimuksen      ['LANG:FI']
sopimus         ['LANG:FI']
sopimus-        {'COMP:R/D', '-COMP:VA/inf', 'LF:agreement', '-COMP:V', 'COMP:D/rel', '-SPEC:V', 'PF:sopimus', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', '!COMP:A/inf', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
spinge          ['LANG:IT']
spinge-         {'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'LF:push', 'ASP', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', '-COMP:P', '!COMP:φ', 'SPEC:ADV', 'SPEC:TO/inf', 'PF:spinge', 'LANG:IT', 'PHI:PER:_', '-SPEC:T/fin'}
ssa             {'!COMP:*', 'PHI:NUM:_', '-SPEC:T/prt', '-SPEC:V', 'adjoinable', 'PHI:GEN:_', '-SPEC:N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:T', '-SPEC:C', '-VAL', '-SPEC:Neg/fin', 'PHI:DET:_', '-COMP:A', '-COMP:T/fin', '-COMP:ADV', 'COMP:n/MA', 'TAIL:V', '-SPEC:C/fin', '-SPEC:iR', 'P', 'LANG:FI', 'ARG', '-COMP:uWH', '-SPEC:v', '-SPEC:INF', '-COMP:N', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', 'PF:ssa', 'SPEC:*', 'LF:in', 'PHI:PER:_', '-SPEC:T/fin'}
stanno          ['LANG:IT']
sta-            {'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'SPEC:P', '-COMP:V', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'PF:sta', 'SEM:internal', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'COMP:PRG', 'LF:stay', 'PHI:PER:_', '-SPEC:T/fin', '-ASP'}
sti             {'!COMP:*', 'LF:by', 'ADV', '-ARG', 'adjoinable', '-SPEC:N', 'LANG:FI', 'SPEC:*', '-SPEC:FORCE', 'TAIL:T', 'PF:sti', '-SPEC:T/fin', '-SPEC:Neg/fin'}
sukka           ['LANG:EN']
sukka_0acc      ['LANG:EN']
sukkaa          ['LANG:EN']
sukan           ['LANG:EN']
sukan_acc       ['LANG:EN']
sukat           ['LANG:EN']
sukka-          {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'LANG:FI', 'N', '-SPEC:FORCE', 'LF:socks', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', 'PF:sukka-', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
surprised       ['LANG:EN']
surprise-       {'-COMP:T/fin', '!COMP:*', 'PF:surprise', 'PHI:NUM:_', 'LANG:EN', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', '-SPEC:FORCE', 'LF:surprise', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
talo            ['LANG:EN']
taloa           ['LANG:EN']
talona          ['LANG:EN']
taloksi         ['LANG:EN']
talo-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'PF:talo', 'LANG:FI', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', 'LF:house', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
tama            ['LANG:EN']
tama-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'LF:this', 'COMP:uR', '-SPEC:P', 'PF:tama', 'SPEC:A', 'COMP:P', 'PHI', '-SPEC:T/fin'}
tassa           ['LANG:EN']
taytyy          ['LANG:FI']
taydy           ['LANG:FI']
tayty-          {'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'LF:must', 'PHI:DET:_', '-COMP:N', 'PF:taytyy', 'SPEC:ADV', 'SPEC:TO/inf', '!COMP:A/inf', 'COMP:P', 'FIN', 'SPEC:*', 'MODAL', 'PHI:PER:_', '-SPEC:T/fin', '-ASP'}
teki            ['LANG:FI']
teke-           {'!COMP:*', 'PHI:NUM:_', 'PF:teke', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:A/inf', '-COMP:v', 'LF:make', 'PHI:DET:_', '-COMP:N', '!COMP:φ', 'SPEC:ADV', 'SPEC:TO/inf', '-COMP:P', 'COMP:φ', 'ASP:BOUNDED', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
that            {'!COMP:*', 'LANG:EN', '-SPEC:*', 'FORCE', 'PF:that', 'LF:that', 'COMP:T/fin', '!PROBE:FIN', '-ARG', 'COMP:C/fin', 'FIN', '-VAL', 'FORCE:DECL'}
the             {'-EDGE:*', '!COMP:*', '-COMP:T/fin', 'LANG:EN', '-SPEC:MA/lla', '-SPEC:V', 'adjoinable', '-ARG', 'PHI:PER:3', '-SPEC:T/fin', '!PROBE:N', '-SPEC:C', '-SPEC:Neg/fin', 'φ', 'D', 'PF:the', 'LF:the', '-SPEC:INF', '-COMP:P', 'PHI:DET:DEF', '-SPEC:P', 'COMP:φ', '-COMP:uR', 'COMP:N', 'COMP:n', 'PHI:NUM:SG'}
